'1', '1', 'CIAPORTE SISTEMAS DE GESTAO', 'FLORIANÓPOLIS-SC', '(48) 3025-2888', 'administrativo@ciaporte.com.br', 'http://www.ciaporte.com.br/'
'45', '11', 'BEUPSE TECHNOLOGY', 'Pelotas-SC', '(53) 9843-29293', 'felipe@beupse.com', 'http://beupse.com/'
'45', '12', 'INOVA INFORMATICA LTDA', 'Chapecó-SC', '(49) 3235-153', 'inova@inovainfo.com.br', 'http:'
'46', '1', 'SNAPIMOV', 'FLORIANÓPOLIS-SC', '(21)997947979', 'claudio@lab21k.com.br', 'http:'
'46', '2', '', 'JOSÉ-SC', '', '', 'http:'
'46', '3', '', 'JOSÉ-SC', '', '', 'http:'
'46', '4', 'DIMAS', 'FLORIANÓPOLIS-SC', '', '', 'http:'
'46', '5', 'VIP CONVITE', 'FLORIANÓPOLIS-SC', '', '', 'http:'
'46', '6', 'I´M SPORTS', 'FLORIANÓPOLIS-SC', '48 988427478', 'guigmen@gmail.com', 'http:'
'46', '7', 'BISSTRIZ', 'MARINGÁ-PR', '', 'guilherme.sanchez@bissetriz.com.br', 'http:'
'46', '8', 'HORIZONTE', 'JOINVILLE-SC', '(47) 3433-9239', 'ab.hti@terra.com.br', 'http:'
'46', '9', 'LUIZ GONZAGA APOLINÁRIO', 'FLORIANÓPOLIS-SC', '', '', 'http:'
'46', '10', 'ENERGIZE', 'FLORIANÓPOLIS-SC', '', 'silveiramarcusvinicius@gmail.com', 'http:'
'46', '11', '', 'SUL-SC', '', '', 'http:'
'46', '12', 'CENTRICS', 'FLORIANÓPOLIS-SC', '(65) 999877830', 'matheusalbertoambrosi@gmail.com', 'http:'
'47', '1', '', 'JOSÉ-SC', '', '', 'http:'
'47', '2', 'AIR BOX', 'FLORIANÓPOLIS-SC', '(48) 98428-7111', 'miguel@valorecompetencia.com.br', 'http:'
'47', '3', '', 'JOSÉ-SC', '', '', 'http:'
'47', '4', 'ORSEGUPS MONITORAMENTO ELETRONICO LTDA', 'JOSÉ-SC', '(48) 3381-6600', 'leonardo.broering@orsegups.com.br', 'http:'
'47', '5', '', 'JOSÉ-SC', '', '', 'http:'
'47', '6', '', 'JOSÉ-SC', '', '', 'http:'
'47', '7', 'SIBAN SERVICOS', 'JOSÉ-SC', '(48) 3381-6600', '', 'http:'
'47', '8', 'VISAL', 'LAGES-SC', '(48) 3381-6600', '', 'http:'
'47', '9', 'WELOB', 'FLORIANÓPOLIS-SC', '48 99959-5522', 'paula.lunardelli@welob.com.br', 'http:'
'47', '10', 'PROFISER', 'JOSÉ-SC', '(48) 3247-7800', '', 'http:'
'47', '11', '', 'JOSÉ-SC', '', '', 'http:'
'47', '12', 'JIMMY XPASS', 'FLORIANÓPOLIS-SC', '', 'rodrigo@jimmyti.com.br', 'http:'
'48', '1', 'SENAI/SC', 'FLORIANÓPOLIS-SC', '(48) 3340-122', 'senai-sc@ctai.rct.br', 'http:'
'48', '2', 'SPONGE', 'FLORIANÓPOLIS-SC', '(48)32240028', 'contato@sponge.eco.br', 'http:'
'48', '3', 'WEG EQUIPAMENTOS ELÉTRICOS S.A. - MOTORES', 'SUL-SC', '', '', 'http:'
'48', '4', 'ASTREA SOFTWARE', 'PAULO-SP', '(11)21971550_', 'natalia.warnecke@aurum.com.br', 'http:'
'48', '5', 'DIGILAB S A', 'FLORIANÓPOLIS-SC', '(48) 32344041', 'digilab@digilab.com.br', 'http:'
'48', '6', 'UAPPER', '-SC', '(27) 9818-27570', 'ricardo.gomes@uapper.me', 'http://uapper.me/'
'48', '7', 'IRUS TECNOLOGIA', 'Florianópolis-SC', '(48) 3239-7600', 'comercial1@irus.com.br', 'http://http//www.norion.com.br/'
'48', '8', 'DUO SE', 'Joinville-SC', '(47) 3086-1901', 'cristiane.nielson@projuris.com.br', 'http://www.projuris.com.br/'
'48', '9', 'THE INSIGHT', 'Florianópolis-SC', '(48) 9961-94260', 'eng.douglasfigueiredo@gmail.com', 'http://www.prismware.com.br/'
'48', '10', 'BRD', 'FLORIANÓPOLIS-SC', '(48) 3024-0307', 'faleconosco@brdti.com.br', 'http:'
'48', '11', 'NET4LIFE', 'FLORIANÓPOLIS-SC', '(48) 9133-8483', 'financeiro@worknetseguros.com.br', 'http:'
'48', '12', 'CALLISTO', 'FLORIANÓPOLIS-SC', '48 3333-3833', 'comercial@callisto.com.br', 'http:'
'49', '1', 'JEXPERTS TECNOLOGIA S.A.', 'Paulo-SP', '(48) 3025-7547', 'barbara.silva@jexperts.com.br', 'http:'
'49', '2', 'CASVIG SEGURANCA', 'JOSÉ-SC', '', '', 'http:'
'49', '3', 'CAT NIGIRI', 'FLORIANÓPOLIS-SC', '(48) 3024-0553', 'marcello@catnigiri.com', 'http:'
'49', '4', 'CATARINA TOUCH DESENVOLVIMENTO DE SOFTWARE', 'FLORIANÓPOLIS-SC', '(48) 3207-8527', 'eduardo.amaral@catarinatouch.com', 'http:'
'49', '5', 'NITZNETZ CRIAÇÕES LTDA ME', 'Imperatriz-SC', '48 999475950', 'haraldnitz@gmail.com', 'http://https//www.nitznetz.com.br'
'49', '6', 'CENTAURO ARTE &amp; COMUNICAÇÃO', 'FLORIANÓPOLIS-SC', '48 32336415', 'mobfloripa@mobfloripa.com.br', 'http:'
'49', '7', 'CERTIMARCA SOLUCOES TEC LTDA', 'FLORIANÓPOLIS-SC', '48-3239 2227', 'karine.obregon@certimarca.com.br', 'http:'
'49', '8', 'VITALECOM SERVICOS DE INFORMATICA', 'JOSÉ-SC', '(48) 2107 2759', 'fernborba@gmail.com', 'http:'
'49', '9', 'B3 (ANTIGA CETIP)', 'JANEIRO-RJ', '(11)37703292_', 'carina.lima@cetip.com.br', 'http:'
'49', '10', 'ARIAN', 'Paulo-SP', '(48) 9881-25535', 'fausto@stark-capital.com.br', 'http:'
'49', '11', 'CHIQUETI SISTEMAS', 'FLORIANÓPOLIS-SC', '(48) 3369-7056', 'chiqueti@gmail.com', 'http:'
'49', '12', 'NETUNNA', 'Florianópolis-SC', '(48) 9963-80500', 'aa.dellantonio@netunna.com.br', 'http://www.netunna.com.br/'
'50', '1', 'CLICDOC', 'FLORIANÓPOLIS-SC', '', 'daniel@clicdoc.com.br', 'http:'
'50', '2', 'BLUDATA PROCESSAMENTO DE DADOS LTDA', 'Aguda-SC', '(47) 2123-4000', 'zote@bludata.com.br', 'http:'
'50', '3', 'KSYS BLUEONE SISTEMAS LTDA', 'Norte-SC', '(47) 3037-7880', 'info@blueone.com.br', 'http:'
'50', '4', 'CB INFORMÁTICA LTDA ME', 'Velha-SC', '(47) 3041-4321', 'paulo@cbsistemas.com.br', 'http:'
'50', '5', 'HARTSYSTEM INFORMÁTICA LTDA.', 'Verde-SC', '(47) 3329-2772', 'vendas@hartsystem.com.br', 'http:'
'50', '6', 'JJW INFORMÁTICA LTDA', 'centro-SC', '(47) 3382-0629', 'eva@jjw.com.br', 'http:'
'50', '7', 'LECTOR TECNOLOGIA EM INFORMÁTICA', 'Norte-SC', '(47) 3323 2800', 'alex@lectortec.com.br', 'http:'
'50', '8', 'LUCAPI', '-SC', '(47) 3304-17874', 'comercial@parceirodofrete.com.br', 'http:'
'50', '9', 'MAX WORK AUTOMAÇÕES LTDA.', '-SC', '(47) 3378-2889', 'amandagodoibach@maxwork.com.br', 'http:'
'50', '10', 'MEGASUL INFORMÁTICA LTDA.', 'Seca-SC', '(47) 2111-6600', 'comercial@megasul.com.br', 'http:'
'50', '11', 'MULTITHERM SISTEMAS E AUTOMAÇÃO LTDA.', '-SC', '(47) 3036-4400', 'elida@multitherm.com.br', 'http:'
'50', '12', 'OPERACIONAL TEXTIL LTDA.', '-SC', '(47) 3231-3100', 'administracao@operacionaltextil.com.br', 'http:'
'51', '1', 'PHILIPS CLINICAL INFORMÁTICA', 'Norte-SC', '(47) 3144-4000', 'solange.plebani@philips.com', 'http:'
'51', '2', 'PROWAY INFORMÁTICA LTDA.', 'Centro-SC', '(47) 3322-3344', 'proway@proway.com.br', 'http:'
'51', '3', 'T-SYSTEMS DO BRASIL LTDA.', 'Centro-SC', '(47) 3231-1200', 'markus.blumenschein@t-systems.com.br', 'http:'
'51', '4', 'ZION CONTENT', 'Centro-SC', '(47) 3366-2698', 'contato@zioncontent.com.br', 'http:'
'51', '5', 'COMANDO', 'FLORIANÓPOLIS-SC', '', '', 'http:'
'51', '6', 'COMEX 10', 'FLORIANÓPOLIS-SC', '48 3028-0575', 'contato@comex10.com.br', 'http:'
'51', '7', 'COMPUMARKET COMUNICACAO DE DAD', '-', '', '', 'http:'
'51', '8', 'CONCEITO W', 'JOINVILLE-SC', '47 3451-5555', 'alan@conceitow.com.br', 'http:'
'51', '9', 'CRATUSYSTEM (SOFTWAY)', 'CRICIÚMA-SC', '(48) 3045 1575', 'eroni@cratus.net.br', 'http:'
'51', '10', 'CRETA TEC (BOOKESS)', 'FLORIANÓPOLIS-SC', '(47) 9277-8272', 'guilherme@cretatec.com.br', 'http:'
'51', '11', 'CUBO.NET', 'FLORIANÓPOLIS-SC', '(48) 4052-9183', 'vendas@cubo.net', 'http:'
'51', '12', 'DOCUMENTTA (31)', 'FLORIANÓPOLIS-SC', '(48) 2107-2748', 'moacir@equalix.com.br', 'http:'
'52', '1', 'DSOFT SOLUCOES COM SISTEMAS PE', 'FLORIANÓPOLIS-SC', '(48) 3028-6119', 'dimitri@dsoftsistemas.com.br', 'http:'
'52', '2', 'INSTITUTO DO SER', 'Florianópolis-SC', '(48) 9912-29223', 'marilu@instserop.com.br', 'http:'
'52', '3', 'E MAIS E TECNOLOGIA', 'JOSÉ-SC', '(48) 3247-8418', 'contato@emaise.com.br', 'http:'
'52', '4', 'E2FLEX LTDA ME', 'BLUMENAU-SC', '(47) 3321-7886', 'contato@e2flex.com.br', 'http:'
'52', '5', 'EKOIMPACTO IND. E SERVIÇOS ECOTECNOLÓGICOS LTDA ME', 'FLORIANÓPOLIS-SC', '(48) 9131-1793', 'contato@ekoimpacto.com.br', 'http:'
'52', '6', 'EQUALIX', 'FLORIANÓPOLIS-SC', '(48) 2107-2748', 'geisa@equalix.com.br', 'http:'
'52', '7', 'SAÚDE.COM', 'FLORIANÓPOLIS-SC', '(48) 3209-3722', 'esaude@esaude.com', 'http:'
'52', '8', 'STUDIOD WEB MIDIA DIGITAL (INDKKS STUDIOD)', 'FLORIANÓPOLIS-SC', '(48) 3222 1995', 'contato@indekks.com.br / daniel@indekks', 'http:'
'52', '9', 'DAUTIN BLOCKCHAIN CO.', 'Itajaí-SC', '(47) 3248-5075', 'a.liz@dautin.com', 'http:'
'52', '10', 'ETHUMOS CONSULTORIA', 'FLORIANÓPOLIS-SC', '9991-2404', 'thiago.paulo@ethumos.com.br', 'http:'
'52', '11', 'FISIOGAMES', 'FLORIANÓPOLIS-SC', '30256634', 'contato@fisiogames.com.br', 'http:'
'52', '12', 'NEOBITS SOLUçõES EM TECNOLOGIA', 'Florianópolis-SC', '(48) 9992-48552', 'giovani@neobits.com.br', 'http:'
'53', '1', 'FLEXY NEGÓCIOS DIGITAIS', 'FLORIANÓPOLIS-SC', '48 3025-2124', 'ana.cristina@flexy.com.br', 'http:'
'53', '2', 'FLY CRM LTDA EPP', 'FLORIANÓPOLIS-SC', '(48) 3024-8080', 'thiago.medeiros@unicacc.com.br', 'http:'
'53', '3', 'DR.KIDS AGENCIAMENTO DE NEGÓCIOS', 'Brusque-SC', '(47) 9976-25325', 'juliano@drkids.med.br', 'http:'
'53', '4', 'NEWS SOFT', 'Tubarão-SC', '(48) 9986-2314', 'roberto@newssoft.com.br', 'http:'
'53', '5', 'GRUPO DE HARDWARE E SOFTWARE', 'FLORIANÓPOLIS-SC', '41-3339 5006', 'leda@ghs.com.br', 'http:'
'53', '6', 'BLACK PURPURIN MODA 3D', 'Florianópolis-SC', '(48) 9964-56033', 'juliano@blackpurpurin.com', 'http:'
'53', '7', 'GOVERNANÇA BRASIL', 'FLORIANÓPOLIS-SC', '(48) 3225-1700', 'govbr@govbr.com.br', 'http:'
'53', '8', 'LATITUD360 VR', 'Florianópolis-SC', '(48) 9915-88889', 'latitud360vr@gmail.com', 'http:'
'53', '9', 'GRAMEYER', 'SCHROEDER-SC', '(47) 3374-6300', 'contato@grameyer.com.br', 'http:'
'53', '10', 'GTMED INDUSTRIA COM E SERV DE', 'FLORIANÓPOLIS-SC', '(48) 3344-3963', 'gtt@gtt.com.br', 'http:'
'53', '11', 'GTPROMO INDUSTRIA, COMERCIO E SERVIÇOS DE TECNOLOG', 'FLORIANÓPOLIS-SC', '(48) 3344-3963', 'gtt@gtt.com.br', 'http:'
'53', '12', 'NEOCREDIT', 'Araquari-SC', '(47) 9970-68460', 'robson.garcia@neocredit.com.br', 'http:'
'54', '1', 'VARGOW', 'José-SC', '(48) 9999-26129', 'contato@vargow.com', 'http:'
'54', '2', 'VIBE', 'Belém-PA', '(48) 2107-2742', 'andre.coelho@vibedesenv.com', 'http:'
'54', '3', 'LINCROS S/A', 'Blumenau-SC', '(47) 3237-5816', 'gilson@lincros.com', 'http:'
'54', '4', 'MGTEK INFORMÁTICA', 'LAGES-SC', '(49) 3018-6565', 'thiago@mgtek.com.br', 'http:'
'54', '5', 'LS AGENCIA', 'LAGES-SC', '(49) 3221-7800', 'luis@lsagencia.com.br', 'http:'
'54', '6', 'HSI AUTOMAÇÃO COMERCIAL', 'LAGES-SC', '(49) 3223-4366', 'eduardo@hsiautomacao.com.br', 'http:'
'54', '7', 'ILERGIC -SAUDE ALEM DO ROTULO', 'LAGES-SC', '(49) 99927-4570', 'felipe@ilergic.com', 'http:'
'54', '8', 'PLATON', 'LAGES-SC', '(49) 3380-8700', 'platon@platon.com.br', 'http:'
'54', '9', 'KLS SISTEMAS ELETRONICOS LTDA', 'LAGES-SC', '', 'felipebezfontana@gmail.com', 'http:'
'54', '10', 'JD SOLUCOES LTDA', 'LAGES-SC', '', 'nelson@limparservicos.com.br', 'http:'
'54', '11', 'TURMA DA ARVORE COMERCIO LTDA', 'LAGES-SC', '', 'alessander@turmadaarvore.com.br', 'http:'
'54', '12', 'EVENTOOLS SOFTWARE', 'LAGES-SC', '(49) 3380-8732', 'leonel@landsagenciaweb.com.br', 'http:'
'55', '1', 'HIGH TECH ASSESSORIA EM TECNOL', 'FLORIANÓPOLIS-SC', '(48)3209-0711', 'high.tec@ibest.com.br', 'http:'
'55', '2', 'HALLO', 'BLUMENAU-SC', '(47) 999234948', 'bruno@hallo.social', 'http:'
'55', '3', 'HOLD', 'FLORIANÓPOLIS-SC', '48-9159 7129', 'carlos.eduardon@gmail.com', 'http:'
'55', '4', 'HORR ASSESSORIA E SISTEMAS LTD', 'CRICIÚMA-SC', '48 3437-6100', '', 'http:'
'55', '5', 'HOSTGATOR BRASIL HOSPEDAGEM E', 'FLORIANÓPOLIS-SC', '(48) 4052-9634', 'suporte@hostgator.com', 'http:'
'55', '6', 'ALKA ENERGIA', 'Florianópolis-SC', '(48) 9915-18800', 'thiago@alkaenergia.com.br', 'http:'
'55', '7', 'ID CONTROL IND E COM DE EQUIP', 'PALHOÇA-SC', '(48) 3341-4306', 'rh@idcontrol.com.br', 'http:'
'55', '8', 'MOVIDESK LTDA', 'Blumenau-SC', '(11) 4118-6744', 'compras@movidesk.com', 'http:'
'55', '9', 'IEPEC', 'FLORIANÓPOLIS-SC', '48 3206-8381', 'joaogabriel@iepec.com', 'http:'
'55', '10', 'LINCE PARTICIPAÇÕES EMPREENDIMENTOS', 'Gaspar-SC', '(47) 3331-9785', 'katia.lima@lince.com.br', 'http:'
'55', '11', 'IESA', 'FLORIANÓPOLIS-SC', '(48) 3231-1800', 'gocooper@iesa.com.br', 'http:'
'55', '12', 'ILHA SERVICE (ILHAWAY COMPUTADORES)', 'JOSÉ-SC', '(48) 3203-7100', 'ilhaservice@ilhaservice.com.br', 'http:'
'56', '1', 'ILTECH - INNOVATIVE TRANSFORMERS', 'FLORIANÓPOLIS-SC', '(47) 3037-2806', 'contato@iltech.com.br', 'http:'
'56', '2', 'INFOARTE SOFTWARE', 'LAGES-SC', '(49)3225 2015', 'infoarte@infoartesoftware.com.br', 'http:'
'56', '3', 'LEANCOMPLIANCE', 'Florianópolis-SC', '(48) 9911-7274', 'larissa@leancompliance.com.br', 'http:'
'56', '4', 'INFOTEC', 'FLORIANÓPOLIS-SC', '(48) 3364-2423', 'admin@infotecsistemas.com.br', 'http:'
'56', '5', 'REDE ENEM', 'FLORIANÓPOLIS-SC', '(48) 9882-78061', 'joao.vianney@yahoo.com.br', 'http:'
'56', '6', 'FABENI GESTÃO DA INFORMAÇÃO', 'Itajaí-SC', '(47) 9910-49809', 'oswaldo@fabeni.net.br', 'http:'
'56', '7', 'UNIVALI', 'Itajaí-SC', '(47) 3341-7695', 'luca@univali.br', 'http:'
'56', '8', 'AMBISIS', 'Blumenau-SC', '(47) 9884-24163', 'airanpossamai@gmail.com', 'http:'
'56', '9', 'INNOVIDA', 'FLORIANÓPOLIS-SC', '(48) 4052-9344', 'fabio.freitas@innovida.com.br', 'http:'
'56', '10', 'RAZONET CONTABILIDADE DIGITAL', 'Florianópolis-SC', '(49) 9990-50172', 'luana.menegat@razonet.com.br', 'http:'
'56', '11', 'INNOVIT EDUCACAO', 'FLORIANÓPOLIS-SC', '(48) 3024-3426', 'contato@innovit.com.br', 'http:'
'56', '12', 'KIPROCESSO TECNOLOGIA', 'Ludgero-SC', '(48) 9996-5198', 'kiprocesso@gmail.com', 'http:'
'57', '1', 'INNOVIT TECNOLOGIA LTDA ME', 'FLORIANÓPOLIS-SC', '(48) 3024-3426', 'contato@innovit.com.br', 'http:'
'57', '2', 'LINK PRECISION', '-', '', '', 'http:'
'57', '3', 'CAMARO TDH', 'Lages-SC', '(49) 9983-7909', 'gerencia@camaroimobiliaria.com.br', 'http:'
'57', '4', 'INSTITUTO DE CIENCIA E TECNOLOGIA BRAIN', 'UBERLÂNDIA-MG', '(34) 3257-6500', 'camila@algartelecom.com.br', 'http://https//www.inovacaobrain.com.br/'
'57', '5', 'CONTROL ROBÓTICA', 'Florianópolis-SC', '(48) 9910-82038', 'rogerio@controlnex.com.br', 'http:'
'57', '6', 'INTUICOM', 'FLORIANÓPOLIS-SC', '48 3234-9289', 'daniel@intuicom.com.br', 'http:'
'57', '7', 'CICLIX', 'Florianópolis-SC', '(48) 9840-22239', 'edilcn@gmail.com', 'http:'
'57', '8', 'A55 CONSULTORIA EM CREDITO', 'Florianópolis-SC', '(48) 9990-42947', 'renan@a55.tech', 'http:'
'57', '9', 'ITIS TECNOLOGIA LTDA', 'FLORIANÓPOLIS-SC', '(48) 3027-2700', 'contato@itis.com.br', 'http:'
'57', '10', 'INTELIGÊNCIA WEB', 'JOSÉ-SC', '(48) 3028-5141', 'atendimento@inteligenciaweb.com.br', 'http:'
'57', '11', 'CHECKSTORE', 'Florianópolis-SC', '(48) 9998-17242', 'juniorveras@checkstore.com.br', 'http:'
'57', '12', 'SOU.IS', 'Blumenau-SC', '(47) 3037-7700', 'johni@sou.is', 'http:'
'58', '1', 'SYSDATA TECNOLOGIA', 'Urussanga-SC', '(48) 3441-2600', 'camila@sysdatatecnologia.com.br', 'http:'
'58', '2', 'BFT TELECOMUNICAÇÕES LTDA ME', 'Chapecó-SC', '(49) 3025-3435', 'financeiro@brasilfone.com.br', 'http:'
'58', '3', 'ALT', 'Chapecó-SC', '(49) 3323-2293', 'financeiro@acessoline.net.br', 'http:'
'58', '4', 'EGLE SISTEMAS', 'Chapecó-SC', '(49) 2049-4936', 'eagle@eagletrack.com.br', 'http:'
'58', '5', 'A D M INFORMATICA LTDA', 'Xanxerê-SC', '(49) 3433-1242', 'christian@adminfo.com.br', 'http:'
'58', '6', 'ELO IDEIAS LTDA', 'Chapecó-SC', '(49) 3316-0400', 'comercial@eloideias.com', 'http:'
'58', '7', 'AMPLISOFTWARE TECNOLOGIA LTDA', 'Chapecó-SC', '(49) 3025-2086', 'liandro@amplisoftware.com', 'http:'
'58', '8', 'FLEX SMART SISTEMAS', 'Chapecó-SC', '(49) 3304-0787', 'comercial@flexsmart.com.br', 'http:'
'58', '9', 'BRASILFONE TELECOMUNICACAO LTDA', 'Chapecó-SC', '(49) 3300-0700', 'juridico@brasilfone.com.br', 'http:'
'58', '10', 'APHE-SIS TI', 'Chapecó-SC', '(49) 9941-4939', 'rodrigo@aphesis.com.br', 'http:'
'58', '11', 'QUESTOR SISTEMAS LTDA', 'CHAPECÓ-SC', '(49) 3361-8100', 'elgio@questores.com.br', 'http:'
'58', '12', 'ETICA', 'Chapecó-SC', '(49) 3329-7096', 'luciano@etica-ti.com.br', 'http:'
'59', '1', 'FLUXO EQUIPAMENTOS ELETRONICOS LTDA', 'Chapecó-SC', '(49) 3323-7100', 'fluxo@fluxo.ind.br', 'http:'
'59', '2', 'INOVADORA', 'Joaçaba-SC', '(49) 3241-0900', 'francieli@jadcon.com.br', 'http:'
'59', '3', 'GARRA MARCAS &amp; PATENTES', 'Chapecó-SC', '(49) 3311-8808', 'paulo@garramarcas.com.br', 'http:'
'59', '4', 'GAMA TECNOLOGIA LTDA', 'Chapecó-SC', '(49) 3329-3166', 'comercial@gamatec.com.br', 'http:'
'59', '5', 'INTERFOC', 'Chapecó-SC', '(49) 3330-2900', 'interfoc@interfoc.com.br', 'http:'
'59', '6', 'H2J SISTEMAS', 'Porã-SC', '(49) 3646-0020', 'jandir@h2jsolucoes.com.br', 'http:'
'59', '7', 'H &amp; S HARDWARE E SOFTWARE LTDA', 'Chapecó-SC', '(49) 3323-6759', 'hs@hs-hardsoft.com.br', 'http:'
'59', '8', 'ARCTEC TECNOLOGIA DA INFORMACAO', 'Chapecó-SC', '(49) 3025-5099', 'adm@arctecti.com', 'http:'
'59', '9', 'IXCSOFT INFORMATICA', 'CHAPECO-SC', '(49) 3344-3941', 'ECUNIAO@HOTMAIL.COM', 'http:'
'59', '10', 'HEXTOR COMÉRCIO', 'Chapecó-SC', '(49) 3322-0930', 'admin@raffinato.inf.br', 'http:'
'59', '11', 'ATSLOG TECNOLOGIA LTDA', 'Chapecó-SC', '(49) 3329-0101', 'ednei@atslog.com.br', 'http:'
'59', '12', 'KEMIA TRATAMENTO DE EFLUENTES', 'CHAPECO-SC', '(49) 3025-7401', 'CELUPPI@CELUPPI.COM.BR', 'http:'
'60', '1', 'HUB2B SOFTWARE', 'Chapecó-SC', '(49) 3311-8855', 'RICARDO@HUB2B.COM.BR', 'http:'
'60', '2', 'AVIOR LOGISTICS SOLUTIONS', 'Chapecó-SC', '(49) 3312-1325', 'financeiro@sgisistemas.com.br', 'http:'
'60', '3', 'JB SOFTWARE LTDA', 'Pinhalzinho-SC', '(49) 3366-1621', 'fabiogialdi@jbsoft.com.br', 'http:'
'60', '4', 'STARAPP SISTEMAS', 'CHAPECO-SC', '(49) 3025-1900', 'jenifer@saphir.com.br', 'http:'
'60', '5', 'INET TECNOLOGIA DA INFORMACAO LTDA', 'Chapecó-SC', '(49) 3323-1610', 'LUCIANO@INET-TI.COM', 'http:'
'60', '6', 'LOGISTRA SISTEMAS', 'Chapecó-SC', '(49) 8834-5591', 'LOGISTRA@LOGISTRA.COM.BR', 'http:'
'60', '7', 'TRAFEGUS SISTEMAS', 'Chapecó-SC', '(49) 3322-6013', 'michel@chapeco-solucoes.com.br', 'http:'
'60', '8', 'MESSTECHNIK', 'Chapecó-SC', '(49) 3331-5100', 'andre@messtechnik.com.br', 'http:'
'60', '9', 'CBA INFORMATICA LTDA', 'Chapecó-SC', '(49) 3321-4777', 'nelci@cbainfo.com.br', 'http:'
'60', '10', 'NORD ELECTRIC', 'Chapecó-SC', '(49) 3361-3900', 'nord@nord.eng.br', 'http:'
'60', '11', 'MULT SISTEMAS UNIDADE OESTE SC', 'Chapecó-SC', '(49) 3322-6491', 'comercial@multoeste.com.br', 'http:'
'60', '12', 'SATI TELECOM LTDA.', 'Chapecó-SC', '(49) 3361-3600', 'adm@satitelecom.com.br', 'http:'
'61', '1', 'SGI SISTEMAS DE INFORMATIZACAO LTDA', 'CHAPECO-SC', '(49) 3319-9500', 'geruze@sgisistemas.com.br', 'http:'
'61', '2', 'DHZ SOLUCOES EM TECNOLOGIA LTDA', 'Oeste-SC', '(49) 3344-3512', 'henrique.zilli@zilliconsultoria.com.br', 'http:'
'61', '3', 'A9 PERFORMANCE', 'Concórdia-SC', '(49) 3425-5948', 'alexandre@O2p.com.br', 'http:'
'61', '4', 'INFOGER SISTEMAS LTDA', 'Chapecó-SC', '(49) 3323-1573', 'contato@visionsystem.com.br', 'http:'
'61', '5', 'TRES DIGITAL', 'Chapecó-SC', '(49) 3329-1479', 'financeiro@nos.com.vc', 'http:'
'61', '6', 'TOP SYSTEM', 'CHAPECO-SC', '(49) 3323-9985', 'edison.brito@topsystem.com.br', 'http:'
'61', '7', 'PRIXMA AUTOMACAO', 'Chapecó-SC', '(49) 2049-3600', 'prixma@prixma.com.br', 'http:'
'61', '8', 'D2W DIGITAL', 'Pinhalzinho-SC', '(49) 3366-1654', 'comercial@d2wdigital.com.br', 'http:'
'61', '9', 'TWOWEB AGENCIA DIGITAL', 'Chapecó-SC', '(49) 3316-1107', 'adelmir@grupo2w.com.br', 'http:'
'61', '10', 'PROXSIS SISTEMAS', 'Chapecó-SC', '(49) 3319-4888', 'recepcao@proxsis.net', 'http:'
'61', '11', 'VIACEL TELECOM', 'CHAPECO-RR', '(49) 3513-0500', 'sac@viaceltelecom.com.br', 'http:'
'61', '12', 'DIMAQSUL INFORMATICA LTDA', 'Chapecó-SC', '(49) 3322-2455', 'rudimir@dimaqsul.com.br', 'http:'
'62', '1', 'VISION SYSTEM SISTEMAS DE INFORMATICA LTDA', 'CHAPECO-SC', '(49) 3323-4849', 'francis@visionsystem.com.br', 'http:'
'62', '2', 'ACTVS SOFTWARE E APOIO A GESTAO LTDA', 'Joinville-SC', '(47) 3431-8500', 'alexandre.cordova@totvs.com.br', 'http:'
'62', '3', 'SOFTIN SISTEMAS', 'Joinville-SC', '(47) 3437-3312', 'financeiro@softin.com.br', 'http:'
'62', '4', 'YOSEMITE SOLUCOES TECNOLOGICAS', 'Joinville-SC', '(47) 9996-90412', 'sidilei@yosemite.com.br', 'http:'
'62', '5', 'NIBBLE TECNOLOGIA', 'CHAPECO-SC', '(49) 3199-4894', 'andre@nibbletecnologia.com.br', 'http:'
'62', '6', 'MAIS SOLUCOES INTELIGENTES LTDA', 'Lages-SC', '(49) 8403-6730', 'tobias@yahoo.com.br', 'http:'
'62', '7', 'SYSTEAM', 'Joinville-SC', '(47) 3025-4877', 'alexandre.correa@dalmark.com.br', 'http:'
'62', '8', 'DATATRANSP SISTEMAS LTDA', 'Chapecó-SC', '(49) 3329-8293', 'anapaula@datatransp.com.br', 'http:'
'62', '9', 'SERKAT CONTABILIDADE', 'Lages-SC', '(49) 3222-1826', 'felipe@serkat.com.br', 'http:'
'62', '10', 'ZETTA BRASIL', 'CHAPECO-SC', '(49) 3366-1011', 'zetta@zettabrasil.com.br', 'http:'
'62', '11', 'AL-WI TECNOLOGIA', 'Lages-SC', '(49) 3222-4407', 'germano.sc@hotmail.com', 'http:'
'62', '12', 'DESBRAVADOR SOFTWARE DE GESTAO INTELIGENTE', 'Chapecó-SC', '(49) 3321-0900', 'marcelo@desbravador.com.br', 'http:'
'63', '1', 'DOCSPIDER S.A.', 'Joinville-SC', '(47) 3121-5050', 'alessandro.piccoli@docspider.com.br', 'http:'
'63', '2', 'ZIGGU', 'Brusque-SC', '(04) 7992-04818', 'atendimento@ziggu.com.br', 'http:'
'63', '3', '4 PIX SOLUCOES WEB', 'Lages-SC', '(49) 3225-5762', 'willian.padilha@4pix.com.br', 'http:'
